athlete_id,athlete_name,country_code,gender,sports,events
1026,HOEFFLIN Sarah,SUI,F,Freestyle Skiing,Women's Freeski Slopestyle/Women's Freeski Big Air
1027,HOERHAGER Lisa,AUT,F,Alpine Skiing,Women's Team Combined
1028,HOERL Jan,AUT,M,Ski Jumping,Men's NH Individual/Mixed Team
1029,HOESCH Finn,GER,M,Ski Mountaineering,Men's Sprint/Mixed Relay
1030,HOFER Lukas,ITA,M,Biathlon,Men's 20km Individual/Men's 10km Sprint/Men's 12.5km Pursuit/Mixed Relay 4 x 6km (M+W)
1031,HOFER Verena,ITA,F,Luge,Women's Singles/Team Relay
1032,HOFFMAN Madison,AUS,F,Alpine Skiing,To be defined
1033,HOFFMANN Felix,GER,M,Ski Jumping,Men's NH Individual/Mixed Team
1034,HOFFMANN Helen,GER,F,Cross-Country Skiing,Women's 10km Interval Start Free/Women's 10km + 10km Skiathlon/Women's 4 x 7.5km Relay
1035,HOFMANN Josie,GER,F,Speed Skating,Women's 3000m/Women's 5000m/Women's Mass Start/Women's Team Pursuit
1036,HOFMEISTER Ramona Theresia,GER,F,Snowboard,Women's Parallel Giant Slalom
1037,HOI Ihor,UKR,M,Luge,Men's Doubles/Team Relay
1038,HOLDENER Wendy,SUI,F,Alpine Skiing,Women's Team Combined
1039,HOLLANDER Sean,USA,M,Luge,Men's Doubles
1040,HOLLMANN Maximillian,CAN,M,Cross-Country Skiing,Men's 10km Interval Start Free/Men's 10km + 10km Skiathlon
1041,HOLM Tindra,SWE,F,Ice Hockey,Women
1042,HOLMBERG Pontus,SWE,M,Ice Hockey,Men
1043,HOLMSTEAD Chris,CAN,M,Bobsleigh,To be defined
1044,HOLOPAINEN Elisa,FIN,F,Ice Hockey,Women
1045,HOLSCHER Tomas,CHI,M,Alpine Skiing,Men's Giant Slalom
1046,HOLTERMANN Jasmin,DEN,F,Curling,Women
1047,HOLTMANN Mina Fuerst,NOR,F,Alpine Skiing,To be defined
1048,HOMAN Rachel,CAN,F,Curling,Women
1049,HONG Sujung,KOR,F,Skeleton,Women
1050,HOOKER Maddie,AUS,F,Cross-Country Skiing,Women's 10km Interval Start Free/Women's 10km + 10km Skiathlon/Women's Sprint Classic
1051,HOPPE Hanna,GER,F,Ice Hockey,Women
1052,HORIKAWA Momoka,JPN,F,Speed Skating,Women's 1500m/Women's 3000m/Women's Mass Start/Women's Team Pursuit
1053,HORISHIMA Ikuma,JPN,M,Freestyle Skiing,Men's Moguls/Men's Dual Moguls
1054,HORN Kristopher,USA,M,Bobsleigh,4-man
1055,HORN Philipp,GER,M,Biathlon,Men's 20km Individual/Men's 10km Sprint/Men's 12.5km Pursuit
1056,HORNIG Vitezslav,CZE,M,Biathlon,Men's 20km Individual/Men's 10km Sprint/Men's 12.5km Pursuit/Mixed Relay 4 x 6km (M+W)
1057,HORODNA Olena,UKR,F,Biathlon,Women's 7.5km Sprint/Mixed Relay 4 x 6km (M+W)
1058,HORVAT Bo,CAN,M,Ice Hockey,Men
1059,HOSKING Elizabeth,CAN,F,Snowboard,Women's Snowboard Halfpipe
1060,HOSOYAMADA Akane,JPN,F,Ice Hockey,Women
1061,HOU Shuo,CHN,M,Luge,Men's Doubles/Team Relay
1062,HOUSER Radek,CZE,M,Snowboard,Men's Snowboard Cross
1063,HOWALD Carole,SUI,F,Curling,Women
1064,HOWDEN Reece,CAN,M,Freestyle Skiing,Men's Ski Cross
1065,HOWE Spencer Akira,USA,M,Figure Skating,Pair Skating/Team Event
1066,HRISTOVA Lora,BUL,F,Biathlon,Women's 15km Individual/Women's 7.5km Sprint/Mixed Relay 4 x 6km (M+W)
1067,HROBAT Miha,SLO,M,Alpine Skiing,Men's Downhill/Men's Super-G
1068,HRONEK Filip,CZE,M,Ice Hockey,Men
1069,HRONEK Tim,GER,M,Freestyle Skiing,Men's Ski Cross
1070,HRONES Jakub,CZE,M,Snowboard,Men's Snowboard Slopestyle/Men's Snowboard Big Air
1071,HRUSOVA Karolina,CZE,F,Snowboard,Women's Snowboard Cross
1072,HUAI Mingming,CHN,F,Bobsleigh,2-woman/Women's Monobob
1073,HUBER Elias,GER,M,Snowboard,Men's Parallel Giant Slalom
1074,HUBER Katharina,AUT,F,Alpine Skiing,Women's Team Combined
1075,HUBER Kristian,AUT,M,Bobsleigh,4-man
1076,HUDACEK Libor,SVK,M,Ice Hockey,Men
1077,HUETTER Cornelia,AUT,F,Alpine Skiing,Women's Downhill/Women's Super-G/Women's Team Combined
1078,HUFSCHMID Dominik,SUI,M,Bobsleigh,To be defined
1079,HUGHES Jack,USA,M,Ice Hockey,Men
1080,HUGHES Jarryd,AUS,M,Snowboard,Men's Snowboard Cross
1081,HUGHES Quinn,USA,M,Ice Hockey,Men
1082,HUIS IN 'T VELD Stephan,NED,M,Bobsleigh,To be defined
1083,HUIZINGA Chris,NED,M,Speed Skating,Men's 5000m/Men's Mass Start/Men's Team Pursuit
1084,HUOT-MARCHAND Margot,FRA,F,Ice Hockey,Women
1085,HURT A J,USA,F,Alpine Skiing,Women's Team Combined
1086,HUSKOVA Hanna,AIN,F,Freestyle Skiing,Women's Aerials
1087,HWANG Daeheon,KOR,M,Short Track Speed Skating,Men's 1000m/Men's 5000m Relay/Mixed Team Relay
1088,HYMAN Ondrej,CZE,M,Luge,Men's Singles
1089,HYMLAROVA Klara,CZE,F,Ice Hockey,Women
1090,IAFRATE DANIELSSON Maja-Li,FRA,F,Snowboard,Women's Snowboard Cross
1091,IGARASHI Haruto,JPN,M,Freestyle Skiing,Men's Aerials
1092,IGARASHI Runa,JPN,F,Freestyle Skiing,Women's Aerials
1093,IKPEFAN Samuel Uduigowme,NGR,M,Cross-Country Skiing,Men's 10km Interval Start Free/Men's Sprint Classic
1094,ILAR Moa,SWE,F,Cross-Country Skiing,Women's 10km Interval Start Free/Women's 10km + 10km Skiathlon
1095,ILIC Anja,SRB,F,Cross-Country Skiing,Women's 10km Interval Start Free/Women's Sprint Classic
1096,ILIEV Vladimir,BUL,M,Biathlon,Men's 20km Individual/Men's 10km Sprint/Mixed Relay 4 x 6km (M+W)
1097,ILVES Kristjan,EST,M,Nordic Combined,Individual Gundersen Normal Hill/10km
1098,ILYACHSHENKO Arina,KAZ,F,Speed Skating,Women's 500m/Women's Team Pursuit
1099,INAGAWA Kurumi,JPN,F,Speed Skating,Women's 500m
1100,INDRACKOVA Anezka,CZE,F,Ski Jumping,Women's NH Individual
1101,INDRIKSONS Emils,LAT,M,Skeleton,Men
1102,INNERHOFER Christof,ITA,M,Alpine Skiing,Men's Super-G
1103,INSAM Alex,ITA,M,Ski Jumping,Men's NH Individual/Mixed Team
1104,INVENIUS Otto,FIN,M,Biathlon,Men's 20km Individual/Men's 10km Sprint/Men's 12.5km Pursuit
1105,IORDACHE George,ROU,M,Bobsleigh,2-man/4-man
1106,IPCIOGLU Fatih Arda,TUR,M,Ski Jumping,Men's NH Individual
1107,IRVING Birk,USA,M,Freestyle Skiing,Men's Freeski Halfpipe
1108,IRVING Lewis,CAN,M,Freestyle Skiing,Men's Aerials
1109,IRVING Svea,USA,F,Freestyle Skiing,Women's Freeski Halfpipe
1110,IRWIN Deedra,USA,F,Biathlon,Women's 15km Individual/Women's 7.5km Sprint/Mixed Relay 4 x 6km (M+W)
1111,ITEN Matthias,SUI,M,Alpine Skiing,Men's Team Combined
1112,ITO Makoto,JPN,F,Ice Hockey,Women
1113,ITO Yuki,JPN,F,Ski Jumping,Women's NH Individual
1114,IVAN Michal,SVK,M,Ice Hockey,Men
1115,IVANOV Roman,KAZ,M,Freestyle Skiing,Men's Aerials
1116,IVERSEN Emil,NOR,M,Cross-Country Skiing,To be defined
1117,IWABUCHI Reira,JPN,F,Snowboard,Women's Snowboard Slopestyle/Women's Snowboard Big Air
1118,IWASA Dan,JPN,M,Short Track Speed Skating,Men's 5000m Relay
1119,JACKSON Erin,USA,F,Speed Skating,Women's 500m/Women's 1000m
1120,JACKSON Sophie,GBR,F,Curling,Women
1121,JACOBS Brad,CAN,M,Curling,Men
1122,JACOBS Riley,USA,F,Freestyle Skiing,Women's Freeski Halfpipe
1123,JADA Stavre,MKD,M,Cross-Country Skiing,Men's 10km Interval Start Free/Men's Sprint Classic
1124,JAGER Ken,SUI,M,Ice Hockey,Men
1125,JAGERCIKOVA Marianna,SVK,F,Ski Mountaineering,Women's Sprint/Mixed Relay
1126,JAKIELA Joanna,POL,F,Biathlon,Women's 15km Individual/Women's 7.5km Sprint
1127,JAKLOVA Anna Marie,CZE,F,Cross-Country Skiing,Women's 10km Interval Start Free/Women's Sprint Classic
1128,JAKOB Patrick,AUT,M,Biathlon,Men's 20km Individual/Men's 10km Sprint/Men's 12.5km Pursuit
1129,JAKOBSEN Kristoffer,SWE,M,Alpine Skiing,To be defined
1130,JAKS Janis,LAT,M,Ice Hockey,Men
1131,JAMES Scotty,AUS,M,Snowboard,Men's Snowboard Halfpipe
1132,JAMIESON Rocco,NZL,M,Snowboard,Men's Snowboard Slopestyle/Men's Snowboard Big Air
1133,JANATOVA Katerina,CZE,F,Cross-Country Skiing,Women's 10km Interval Start Free/Women's 10km + 10km Skiathlon/Women's Sprint Classic
1134,JANCOVA Rebeka,SVK,F,Alpine Skiing,Women's Super-G
1135,JANECKE Tessa,USA,F,Ice Hockey,Women
1136,JANEZIC Tia,SLO,F,Cross-Country Skiing,Women's 10km Interval Start Free/Women's 4 x 7.5km Relay/Women's Sprint Classic
1137,JANSE van RENSBURG Jennifer,GER,F,Figure Skating,Ice Dance
1138,JANUSZYK Iwona,POL,F,Ski Mountaineering,Women's Sprint/Mixed Relay
1139,JAQUES Sophie,CAN,F,Ice Hockey,Women
1140,JARVIS Seth,CAN,M,Ice Hockey,Men
1141,JARZABEK Kacper,POL,M,Nordic Combined,Individual Gundersen Normal Hill/10km
1142,JASCH Maira,GER,F,Speed Skating,Women's 3000m/Women's 5000m/Women's Mass Start/Women's Team Pursuit
1143,JASICZEK Michal,POL,M,Alpine Skiing,To be defined
1144,JEANMONNOT Lou,FRA,F,Biathlon,Women's 15km Individual/Women's 7.5km Sprint/Mixed Relay 4 x 6km (M+W)
1145,JEANNESSON Mateo,GBR,M,Freestyle Skiing,Men's Moguls/Men's Dual Moguls
1146,JEFFERIES Jacques,GBR,M,Biathlon,Men's 20km Individual/Men's 10km Sprint
1147,JENCOVA Veronika,CZE,F,Ski Jumping,Women's NH Individual
1148,JENNER Brianne,CAN,F,Ice Hockey,Women
1149,JENSEN AABO Jesper,DEN,M,Ice Hockey,Men
1150,JENSEN Nicholas B,DEN,M,Ice Hockey,Men
1151,JENSEN Nicklas,DEN,M,Ice Hockey,Men
1152,JEON Eunji,KOR,F,Bobsleigh,2-woman
1153,JEONG Haerim,KOR,F,Snowboard,Women's Parallel Giant Slalom
1154,JEONG Yeongseok,KOR,M,Curling,Mixed Doubles
1155,JIANG Jiayi,CHN,F,Curling,Women
1156,JIANG Maoyuan,CHN,M,Bobsleigh,4-man
1157,JILEK Metodej,CZE,M,Speed Skating,Men's 1500m/Men's 5000m/Men's 10000m/Men's Mass Start
1158,JIN Boyang,CHN,M,Figure Skating,Men Single Skating/Team Event
1159,JISLOVA Jessica,CZE,F,Biathlon,Women's 15km Individual
1160,JOBIN Francis,CAN,M,Snowboard,Men's Snowboard Slopestyle/Men's Snowboard Big Air
1161,JOBST-SMITH Katarina,GER,F,Ice Hockey,Women
1162,JOCHER Simon,GER,M,Alpine Skiing,Men's Downhill/Men's Super-G/Men's Team Combined
1163,JOENSUU Jasmi,FIN,F,Cross-Country Skiing,Women's Sprint Classic
1164,JOFFROY Stephanie,CHI,F,Freestyle Skiing,Women's Ski Cross
1165,JOHANSEN Marthe Krakstad,NOR,F,Biathlon,Women's 15km Individual/Women's 7.5km Sprint
1166,JOHANSEN Nanna,DEN,F,Skeleton,Women
1167,JOHANSSON Lisa,SWE,F,Ice Hockey,Women
1168,JOHANSSON Marcus,SWE,M,Ice Hockey,Men
1169,JOHANSSON Thea,SWE,F,Ice Hockey,Women
1170,JOHN De Aundre,TTO,M,Bobsleigh,2-man/4-man
1171,JOHN Shakeel,TTO,M,Bobsleigh,4-man
1172,JOHNSON Anders,CAN,M,Speed Skating,Men's 500m/Men's 1000m
1173,JOHNSON Breezy,USA,F,Alpine Skiing,Women's Downhill/Women's Super-G/Women's Team Combined
1174,JOHNSON Desi,AUS,F,Bobsleigh,2-woman
1175,JOHNSTONE James,AUS,M,Snowboard,Men's Snowboard Cross
1176,JOKIHARJU Henri,FIN,M,Ice Hockey,Men
1177,JOSI Roman,SUI,M,Ice Hockey,Men
1178,JUBAYI Saikeyi,CHN,M,Luge,Men's Doubles/Team Relay
1179,JUNG Daeyoon,KOR,M,Freestyle Skiing,Men's Moguls/Men's Dual Moguls
1180,JUNG Donghyun,KOR,M,Alpine Skiing,To be defined
1181,JUNG Hyesun,KOR,F,Luge,Women's Singles
1182,JUNG Seunggi,KOR,M,Skeleton,Men
1183,JUNGAKER Mira,SWE,F,Ice Hockey,Women
1184,JUNGBLUTH RODRIGUEZ Klaus,ECU,M,Cross-Country Skiing,Men's 10km Interval Start Free
1185,JUNGK Axel,GER,M,Skeleton,Men
1186,JUPPE Anna,AUT,F,Biathlon,Women's 7.5km Sprint
1187,JURICKOVA Barbora,CZE,F,Ice Hockey,Women
1188,JURIK Martin,CZE,M,Curling,Men
1189,KAASIKU Kaidy,EST,F,Cross-Country Skiing,Women's 10km Interval Start Free/Women's 10km + 10km Skiathlon
1190,KAASIKU Keidy,EST,F,Cross-Country Skiing,Women's 10km Interval Start Free/Women's 10km + 10km Skiathlon
1191,KACHMAR Nazarii,UKR,M,Luge,Men's Doubles/Team Relay
1192,KAELIN Marina,SUI,F,Cross-Country Skiing,Women's 10km Interval Start Free/Women's 10km + 10km Skiathlon/Women's 4 x 7.5km Relay
1193,KAELIN Nadja,SUI,F,Cross-Country Skiing,Women's 10km Interval Start Free/Women's 10km + 10km Skiathlon/Women's 4 x 7.5km Relay
1194,KAGIYAMA Yuma,JPN,M,Figure Skating,Men Single Skating/Team Event
1195,KAHARA Jasmin,FIN,F,Cross-Country Skiing,Women's Sprint Classic
1196,KAHUN Dominik,GER,M,Ice Hockey,Men
1197,KAISER Livia,SUI,F,Figure Skating,Women Single Skating
1198,KAKKO Kaapo,FIN,M,Ice Hockey,Men
1199,KALBLE Lukas,GER,M,Ice Hockey,Men
1200,KALDVEE Marie,EST,F,Curling,Mixed Doubles
1201,KALENDA Jekabs,LAT,M,Bobsleigh,2-man/4-man
1202,KALICKI Kim,GER,F,Bobsleigh,2-woman/Women's Monobob
1203,KALINICHENKO Vitaliy,UKR,M,Ski Jumping,Men's NH Individual
1204,KALTOUNKOVA Kristyna,CZE,F,Ice Hockey,Women
1205,KAMBUNDJI Muswama,SUI,F,Bobsleigh,To be defined
1206,KAMPF David,CZE,M,Ice Hockey,Men
1207,KANAI Rika,JPN,F,Short Track Speed Skating,Women's 500m/Women's 3000m Relay/Mixed Team Relay
1208,KANIA Marek,POL,M,Speed Skating,Men's 500m/Men's 1000m
1209,KAPANEN Oliver,FIN,M,Ice Hockey,Men
1210,KAPARKALEJA Linda,LAT,F,Cross-Country Skiing,Women's 10km Interval Start Free/Women's 4 x 7.5km Relay/Women's Sprint Classic
1211,KAPARKALEJS Lauris,LAT,M,Cross-Country Skiing,Men's 10km Interval Start Free/Men's Sprint Classic
1212,KAPP Benjamin,GER,M,Curling,Men
1213,KAPPACHER Adam,AUT,M,Freestyle Skiing,Men's Ski Cross
1214,KAPUSTIK Hektor,SVK,M,Ski Jumping,Men's NH Individual
1215,KAPUSTIKOVA Kira Maria,SVK,F,Ski Jumping,Women's NH Individual
1216,KAPUSTOVA Ema,SVK,F,Biathlon,Women's 15km Individual/Women's 7.5km Sprint
1217,KARALIOVA Hanna,AIN,F,Cross-Country Skiing,Women's 10km Interval Start Free/Women's 10km + 10km Skiathlon/Women's Sprint Classic
1218,KARAVA Anni,FIN,F,Freestyle Skiing,Women's Freeski Slopestyle/Women's Freeski Big Air
1219,KARHUMAA Wille,FIN,M,Nordic Combined,Individual Gundersen Normal Hill/10km
1220,KARHUNEN Iida,FIN,F,Figure Skating,Women Single Skating
1221,KARIM Muhammad,PAK,M,Alpine Skiing,To be defined
1222,KARJALAINEN Rasmus,FIN,M,Freestyle Skiing,Men's Moguls/Men's Dual Moguls
1223,KARJALAINEN Sini,FIN,F,Ice Hockey,Women
1224,KARKER Rachael,CAN,F,Freestyle Skiing,Women's Freeski Halfpipe
1225,KARL Benjamin,AUT,M,Snowboard,Men's Parallel Giant Slalom
1226,KARLIK Mikulas,CZE,M,Biathlon,Men's 20km Individual/Men's 10km Sprint/Men's 12.5km Pursuit
1227,KARLSSON Erik,SWE,M,Ice Hockey,Men
1228,KARLSSON Frida,SWE,F,Cross-Country Skiing,Women's 10km Interval Start Free/Women's 10km + 10km Skiathlon
1229,KARLSSON Ida,SWE,F,Ice Hockey,Women
1230,KARRER Hanna,AUT,F,Snowboard,Women's Snowboard Slopestyle/Women's Snowboard Big Air
1231,KARVINEN Michelle,FIN,F,Ice Hockey,Women
1232,KASE Ondrej,CZE,M,Ice Hockey,Men
1233,KASPER Vanessa,SUI,F,Alpine Skiing,To be defined
1234,KATZ Omer,ISR,M,Bobsleigh,4-man
1235,KAUFMANIS Davis,LAT,M,Bobsleigh,4-man
1236,KAUFMANIS Lauris,LAT,M,Bobsleigh,4-man
1237,KAWAGUCHI Riko,JPN,F,Ice Hockey,Women
1238,KAZIMOV Asaf,ESP,M,Figure Skating,Ice Dance
1239,KEHVA Mark-Markos,EST,M,Biathlon,Men's 20km Individual/Men's 10km Sprint
1240,KEISALA Anni,FIN,F,Ice Hockey,Women
1241,KEISINGER Felix,GER,M,Skeleton,Men
1242,KELEMEN Milos,SVK,M,Ice Hockey,Men
1243,KEMMISSA Abderrahim,MAR,M,Cross-Country Skiing,Men's 10km Interval Start Free
1244,KEMPE Adrian,SWE,M,Ice Hockey,Men
1245,KEMPNY Michal,CZE,M,Ice Hockey,Men
1246,KENNEDY Marc,CAN,M,Curling,Men
1247,KENWORTHY Gus,GBR,M,Freestyle Skiing,Men's Freeski Halfpipe
1248,KERANEN Noora,FIN,F,Biathlon,To be defined
1249,KERKHOFF Bente,NED,F,Speed Skating,Women's 3000m/Women's 5000m/Women's Mass Start/Women's Team Pursuit
1250,KERTESZ Attila Mihaly,ISR,M,Cross-Country Skiing,Men's 10km Interval Start Free
1251,KHAN Arif Mohd,IND,M,Alpine Skiing,To be defined
1252,KHAN Yana,KAZ,F,Short Track Speed Skating,Women's 500m/Mixed Team Relay
1253,KHASHIRBAYEV Sherzod,KAZ,M,Freestyle Skiing,Men's Aerials
1254,KHOKHLOV Rostislav,KAZ,M,Alpine Skiing,To be defined
1255,KIHARA Ryuichi,JPN,M,Figure Skating,Pair Skating/Team Event
1256,KIM Daeun,KOR,F,Freestyle Skiing,Women's Freeski Halfpipe
1257,KIM Geonhui,KOR,M,Snowboard,Men's Snowboard Halfpipe
1258,KIM Gilli,KOR,F,Short Track Speed Skating,Women's 500m/Women's 3000m Relay/Mixed Team Relay
1259,KIM Hayeong,KOR,F,Bobsleigh,To be defined
1260,KIM Hyeonggeun,KOR,M,Bobsleigh,2-man/4-man
1261,KIM Hyungyeom,KOR,M,Figure Skating,Men Single Skating/Team Event
1262,KIM Jinsu,KOR,M,Bobsleigh,2-man/4-man
1263,KIM Jisoo,KOR,M,Skeleton,Men
1264,KIM Jun-Ho,KOR,M,Speed Skating,Men's 500m
1265,KIM Min-Seok,HUN,M,Speed Skating,Men's 1000m/Men's 1500m
1266,KIM Min-Sun,KOR,F,Speed Skating,Women's 500m/Women's 1000m
1267,KIM Minji,KOR,F,Curling,Women
1268,KIM Sangkyum,KOR,M,Snowboard,Men's Parallel Giant Slalom
1269,KIM Seonyeong,KOR,F,Curling,Mixed Doubles
1270,KIM Suji,KOR,F,Curling,Women
1271,KIM Sunwook,KOR,M,Bobsleigh,4-man
1272,KIM Yooran,KOR,F,Bobsleigh,2-woman/Women's Monobob
1273,KIMATA Ryoma,JPN,M,Snowboard,Men's Snowboard Slopestyle/Men's Snowboard Big Air
1274,KIMURA Kira,JPN,M,Snowboard,Men's Snowboard Slopestyle/Men's Snowboard Big Air
1275,KINDL Wolfgang,AUT,M,Luge,Men's Singles/Men's Doubles/Team Relay
1276,KING Eloise Yung Shih,HKG,F,Alpine Skiing,To be defined
1277,KINGSBURY Mikael,CAN,M,Freestyle Skiing,Men's Moguls/Men's Dual Moguls
1278,KIPP Lara Michaela,AUT,F,Luge,Women's Doubles/Team Relay
1279,KIREYEV Vladislav,KAZ,M,Biathlon,Men's 20km Individual/Men's 10km Sprint/Men's 12.5km Pursuit/Mixed Relay 4 x 6km (M+W)
1280,KIRIYAMA Nanaho,JPN,F,Freestyle Skiing,Women's Freeski Halfpipe
1281,KIRKEEIDE Maren,NOR,F,Biathlon,Women's 15km Individual/Women's 7.5km Sprint/Mixed Relay 4 x 6km (M+W)
1282,KIRKHUS Oyvind,NOR,M,Snowboard,Men's Snowboard Slopestyle/Men's Snowboard Big Air
1283,KISTLER Jon,SUI,M,Ski Mountaineering,Men's Sprint/Mixed Relay
1284,KIVIRANTA Joel,FIN,M,Ice Hockey,Men
1285,KIYADARBANDSARI Mohammad,IRI,M,Alpine Skiing,Men's Giant Slalom
1286,KJELLBIN Anna,SWE,F,Ice Hockey,Women
1287,KLAEBO Johannes Hoesflot,NOR,M,Cross-Country Skiing,Men's 10km Interval Start Free/Men's 10km + 10km Skiathlon/Men's Sprint Classic
1288,KLAPPROTT Luisa,GER,F,Freestyle Skiing,Women's Ski Cross
1289,KLAVA Mairis,LAT,M,Bobsleigh,4-man
1290,KLEE Beda,SUI,M,Cross-Country Skiing,Men's 10km Interval Start Free/Men's 10km + 10km Skiathlon
1291,KLEIN Moritz,GER,M,Speed Skating,Men's 500m/Men's 1000m/Men's 1500m
1292,KLEMENCIC Polona,SLO,F,Biathlon,Women's 15km Individual/Women's 7.5km Sprint/Mixed Relay 4 x 6km (M+W)
1293,KLEMETTINEN Jimi,FIN,M,Biathlon,To be defined
1294,KLETTE Hans-Inge,NOR,M,Ski Mountaineering,Men's Sprint/Mixed Relay
1295,KLEVELAND Marcus,NOR,M,Snowboard,Men's Snowboard Slopestyle/Men's Snowboard Big Air
1296,KLIMA Lukas,CZE,M,Curling,Men
1297,KLIPA Lukas,CZE,M,Curling,Men
1298,KLUGE Laura,GER,F,Ice Hockey,Women
1299,KLUWIG Leonie,GER,F,Bobsleigh,To be defined
1300,KNAK Simon,SUI,M,Ice Hockey,Men
1301,KNOCHENHAUER Agnes,SWE,F,Curling,Women
1302,KNOTTEN Karoline Offigstad,NOR,F,Biathlon,Women's 15km Individual/Women's 7.5km Sprint/Mixed Relay 4 x 6km (M+W)
1303,KOBAYASHI Mina,JPN,F,Curling,Women
1304,KOBAYASHI Ryoyu,JPN,M,Ski Jumping,Men's NH Individual/Mixed Team
1305,KOBAYASHI Ryuto,JPN,M,Freestyle Skiing,Men's Ski Cross
1306,KOBAYASHI Seiya,JPN,M,Luge,Men's Singles
1307,KOBLET Kalle,SUI,M,Snowboard,Men's Snowboard Cross
1308,KOCERGINA Natalja,LTU,F,Biathlon,Women's 15km Individual/Women's 7.5km Sprint
1309,KOCH Anders,DEN,M,Ice Hockey,Men
1310,KOCH Patrik,SVK,M,Ice Hockey,Men
1311,KOEHLER Ashley,CAN,F,Freestyle Skiing,Women's Moguls/Women's Dual Moguls
1312,KOGA Yuna,JPN,F,Freestyle Skiing,Women's Freeski Slopestyle/Women's Freeski Big Air
1313,KOHALA Svante,SWE,M,Luge,Men's Singles
1314,KOHALA Tove,SWE,F,Luge,Women's Singles
1315,KOIKE Shiori,JPN,F,Ice Hockey,Women
1316,KOIVISTO Kuura,FIN,M,Freestyle Skiing,Men's Freeski Slopestyle/Men's Freeski Big Air
1317,KOK Femke,NED,F,Speed Skating,Women's 500m/Women's 1000m/Women's 1500m
1318,KOKAJ Drin,KOS,M,Alpine Skiing,To be defined
1319,KOLEGA Samuel,CRO,M,Alpine Skiing,To be defined
1320,KOLMAKOV Pavel,KAZ,M,Freestyle Skiing,Men's Moguls/Men's Dual Moguls
1321,KOLODZIEJ Aleksandra,POL,F,Cross-Country Skiing,Women's 10km Interval Start Free/Women's Sprint Classic
1322,KOMAR Katra,SLO,F,Ski Jumping,Women's NH Individual
1323,KONDO Kokone,JPN,F,Freestyle Skiing,Women's Freeski Slopestyle
1324,KONG Fanyu,CHN,F,Freestyle Skiing,Women's Aerials
1325,KONGSHAUG Peder,NOR,M,Speed Skating,Men's 1500m/Men's 5000m/Men's Team Pursuit
1326,KONVALINKA Jiri,CZE,M,Nordic Combined,Individual Gundersen Normal Hill/10km
1327,KONYA Adam,HUN,M,Cross-Country Skiing,Men's 10km Interval Start Free/Men's 10km + 10km Skiathlon
1328,KOO Kyung-Min,KOR,M,Speed Skating,Men's 500m/Men's 1000m
1329,KORA Salome,SUI,F,Bobsleigh,2-woman
1330,KORHONEN Minja,FIN,F,Ski Jumping,Women's NH Individual
1331,KOROSTELEV Savelii,AIN,M,Cross-Country Skiing,Men's 10km Interval Start Free/Men's 10km + 10km Skiathlon/Men's Sprint Classic
1332,KORPISALO Joonas,FIN,M,Ice Hockey,Men
1333,KORZHOVA Kseniia,AIN,F,Speed Skating,Women's 3000m
1334,KOSHKIN Yevgeniy,KAZ,M,Speed Skating,Men's 500m
1335,KOSIR Zan,SLO,M,Snowboard,Men's Parallel Giant Slalom
1336,KOSKINEN Silja,FIN,F,Alpine Skiing,To be defined
1337,KOSTER Timme,NED,M,Bobsleigh,4-man
1338,KOTANI Yuna,JPN,F,Curling,Women
1339,KOTNIK Gloria,SLO,F,Snowboard,Women's Parallel Giant Slalom
1340,KOTOVSKYI Dmytro,UKR,M,Freestyle Skiing,Men's Aerials
1341,KOTSAR Kateryna,UKR,F,Freestyle Skiing,Women's Freeski Slopestyle/Women's Freeski Big Air
1342,KOUDELKA Roman,CZE,M,Ski Jumping,Men's NH Individual
1343,KOUYOUMDJIAN Yianno,CYP,M,Alpine Skiing,To be defined
1344,KOVACIC Maja,SLO,F,Ski Jumping,Women's NH Individual
1345,KOVALEV Camille,FRA,F,Figure Skating,Pair Skating/Team Event
1346,KOYAMA Remi,JPN,F,Ice Hockey,Women
1347,KOZICA Anika,CRO,F,Biathlon,Women's 15km Individual/Women's 7.5km Sprint
1348,KOZOMARA Lina,SUI,F,Freestyle Skiing,Women's Aerials
1349,KRAFT Stefan,AUT,M,Ski Jumping,Men's NH Individual
1350,KRAMPE Samanta,LAT,F,Cross-Country Skiing,Women's 10km Interval Start Free/Women's 4 x 7.5km Relay/Women's Sprint Classic
1351,KRANJEC Zan,SLO,M,Alpine Skiing,Men's Giant Slalom
1352,KRANZ Martin,LIE,M,Bobsleigh,2-man/4-man
1353,KRASHNIAK Alexander,BUL,M,Snowboard,Men's Parallel Giant Slalom
1354,KRASTENBERGS Renars,LAT,M,Ice Hockey,Men
1355,KRASTS Lukass,LAT,M,Luge,Men's Doubles
1356,KRAUSOVA Lucie,CZE,F,Freestyle Skiing,Women's Ski Cross
1357,KRCMAR Michal,CZE,M,Biathlon,Men's 20km Individual/Men's 10km Sprint/Men's 12.5km Pursuit/Mixed Relay 4 x 6km (M+W)
1358,KREHER Susanne,GER,F,Skeleton,Women
1359,KREHL Sofie,GER,F,Cross-Country Skiing,Women's 10km Interval Start Free/Women's Sprint Classic
1360,KRIECHMAYR Vincent,AUT,M,Alpine Skiing,Men's Downhill/Men's Super-G/Men's Team Combined
1361,KRISTINSDOTTIR Sonja Li,ISL,F,Alpine Skiing,To be defined
1362,KRISTOFFERSEN Henrik,NOR,M,Alpine Skiing,To be defined
